종목코드,종목명,시장,E_GRADE,S_GRADE,G_GRADE,ESG_GRADE
089980,상아프론테크,KOSDAQ,8,7,8,7
092040,아미코젠,KOSDAQ,9,7,9,8
041960,코미팜,KOSDAQ,9,8,5,8
033640,네패스,KOSDAQ,6,7,9,7
243840,신흥에스이씨,KOSDAQ,9,9,8,9
101490,에스앤에스텍,KOSDAQ,9,9,6,9
029960,코엔텍,KOSDAQ,7,9,9,8
038500,삼표시멘트,KOSDAQ,6,9,2,7
143240,사람인에이치알,KOSDAQ,9,7,8,8
104830,원익머트리얼즈,KOSDAQ,8,8,7,7
268600,셀리버리,KOSDAQ,9,8,6,8
060150,인선이엔티,KOSDAQ,7,7,9,7
032190,다우데이타,KOSDAQ,9,7,9,8
104480,티케이케미칼,KOSDAQ,8,7,7,7
100130,동국S&C,KOSDAQ,7,9,9,8
061970,엘비세미콘,KOSDAQ,6,8,9,7
034950,한국기업평가,KOSDAQ,9,7,5,8
078130,국일제지,KOSDAQ,5,8,6,7
088800,에이스테크,KOSDAQ,9,9,7,9
078070,유비쿼스홀딩스,KOSDAQ,9,8,3,8
048530,인트론바이오,KOSDAQ,7,9,6,8
078160,메디포스트,KOSDAQ,9,8,4,8
030530,원익홀딩스,KOSDAQ,7,8,8,8
051370,인터플렉스,KOSDAQ,6,9,7,7
083790,크리스탈지노믹스,KOSDAQ,9,7,6,8
042000,카페24,KOSDAQ,9,7,3,8
108230,톱텍,KOSDAQ,9,8,4,8
194700,노바렉스,KOSDAQ,9,9,3,8
237880,클리오,KOSDAQ,9,7,5,8
265520,AP시스템,KOSDAQ,9,9,9,9
082920,비츠로셀,KOSDAQ,6,7,6,7
036030,케이티알파,KOSDAQ,7,5,2,5
023760,한국캐피탈,KOSDAQ,9,9,6,9
122990,와이솔,KOSDAQ,9,7,8,8
052020,에스티큐브,KOSDAQ,9,8,8,9
138080,오이솔루션,KOSDAQ,9,8,4,8
089600,나스미디어,KOSDAQ,8,6,2,6
044340,위닉스,KOSDAQ,7,9,6,8
094480,갤럭시아머니트리,KOSDAQ,9,8,5,8
067280,멀티캠퍼스,KOSDAQ,9,7,5,8
045390,대아티아이,KOSDAQ,7,9,6,8
192440,슈피겐코리아,KOSDAQ,9,9,3,8
131370,알서포트,KOSDAQ,9,8,6,8
183490,엔지켐생명과학,KOSDAQ,9,9,7,9
053300,한국정보인증,KOSDAQ,9,7,7,8
043610,지니뮤직,KOSDAQ,9,6,2,7
239610,에이치엘사이언스,KOSDAQ,9,8,4,8
052260,현대바이오랜드,KOSDAQ,4,4,1,4
054050,농우바이오,KOSDAQ,9,8,4,8
092730,네오팜,KOSDAQ,9,9,4,8
041440,현대에버다임,KOSDAQ,5,3,1,4
216050,인크로스,KOSDAQ,9,9,6,8
200230,텔콘RF제약,KOSDAQ,8,9,9,8
021320,KCC건설,KOSDAQ,9,8,7,8
263050,유틸렉스,KOSDAQ,9,8,6,8
036560,영풍정밀,KOSDAQ,9,9,5,8
046140,SBS콘텐츠허브,KOSDAQ,9,8,7,8
039860,나노엔텍,KOSDAQ,9,9,8,9
056700,신화인터텍,KOSDAQ,6,8,7,7
007820,에스엠코어,KOSDAQ,9,9,7,9
016250,SGC이테크건설,KOSDAQ,9,9,5,8
016600,큐캐피탈,KOSDAQ,9,9,9,9
021880,메이슨캐피탈,KOSDAQ,9,9,9,9
036670,KCI,KOSDAQ,9,8,8,8
293580,나우IB,KOSDAQ,9,8,9,9
010470,오리콤,KOSDAQ,9,7,4,8
190650,코리아에셋투자증권,KOSDAQ,9,6,9,8
019570,리더스 기술투자,KOSDAQ,9,9,9,9
